eis_id,title,document,epa_comment_letter_date,federal_register_date,agency,state
88880,Mayport Naval Station Project  Proposed Homeporting of Additional Surface Ships  Several Permits  Mayport  FL,Draft,05/27/2008,03/28/2008,United States Navy,FL
88879,Introduction of the P-8A MMA into the U.S. Navy Fleet  To Provide Facilities and Functions that Support the Homebasing of 12 P-8A Multi-Mission Maritime Aircraft (MMA) Fleet Squardrons (72 Aircraft) and one Fleet Replacement Squadron (FRS)  which include the Following Installations:  Naval Air Station Jacksonville  FL;  Naval Air Station Whidbey Island  WA; Naval Air Station North Island  CA; Marine Corps Base HI and Kaneohe Bay  HI,Draft,04/18/2008,03/07/2008,United States Navy,Multi
88878,Naval Station Puget Sound (NSPS) Sand Point Realignment to NSPS Everett  Implementation  City of Seattle  WA,Draft,11/26/1990,10/12/1990,United States Navy,WA
88877,Mid-Atlantic Electronic Warfare Range (MAEWR) Within Restricted Airspace R-5306A Establishment  Beaufort  Carteret  Craven  Hyde and Pamlico Counties  NC,Draft,07/27/1988,06/17/1988,United States Navy,NC
88876,Mare Island Naval Shipyard Disposal and Reuse  Implementation  City of Valley  Solano County  CA,Draft,10/17/1995,09/01/1995,United States Navy,CA
88875,Charleston Navel Base Disposal and Reuse  Implementation  Charleston and Dorchester Counties  SC,Final,07/21/1995,06/23/1995,United States Navy,SC
88874,San Diego Homeporting Facilities Construction and Operation to Support Berthing One NIMITZ Class Aircraft Carrier  Implementation  San Diego County  CA,Final,12/07/1995,11/09/1995,United States Navy,CA
88873,Surplus Navy Property Identified in the Guam Land Use Plan (GLUP'94) for Disposal and Reuse  Implementation  GU,Draft,09/21/1999,05/21/1999,United States Navy,GU
88872,Empress II Operation  Electromagnetic Pulse Radiation Environment Simulator for Ships  Chesapeake Bay (West of Bloodsworth Island) and Atlantic Ocean (Virginia Capes Operating Area)  off the Coast of VA,Final,06/01/1988,04/15/1988,United States Navy,VA
88871,Seawolf Class Submarine Homeporting Program on the East Coast of the United States  Site Selection  COE Section 404 Permit and implementation  CT  VA and GA,Final,"",08/25/1995,United States Navy,""
88870,Marine Corps Heritage Center (MCHC) Complex  Construction and Operation  Marine Corps Base (MCB) Quantico  VA,Draft,09/01/2000,07/14/2000,United States Navy,VA
88861,Alta East Wind Project  Proposed Plan Amendment,Final,03/18/2013,02/15/2013,Bureau of Land Management,CA
88857,Grapevine Canyon Wind Project  Proposal to Develop a Wind Energy Generating Facility up to 500 Megawatts; (2) a 345 kilovolt (kV) Electrical Transmission Tie-Line; and (3) a 345-kV Electrical Interconnection Switchyard  Coconino County  AZ,Final,06/26/2012,06/08/2012,Western Area Power Administration,AZ
88856,South Dakota PrairieWinds Project  Proposes to Construct  Own  Operate  and Maintain a 151.5 megawatt (MW)  Nameplate Capacity Wind-Powered Generation Facility  Aurora  Brule  and Jerauld  Tripp Counties  SD,Final,08/26/2010,07/30/2010,Western Area Power Administration,SD
88855,Quartzsite Solar Energy Project and Proposed Yuma Field Office Resource Management Plan Amendment  La Paz County  AZ,Final,01/22/2013,12/21/2012,Western Area Power Administration,AZ
88854,Hermosa West Wind Energy Project  To Approve or Deny an Interconnection Request  Albany County  WY,Draft,11/19/2012,10/05/2012,Western Area Power Administration,WY
88853,Grapevine Canyon Wind Project  Proposal to Develop a Wind Energy Generating Facility up to 500 Megawatts; (2) a 345 kilovolt (kV) Electrical Transmission Tie-Line; and (3) a 345-kV Electrical Interconnection Switchyard  Coconino County  AZ,Final,06/27/2012,06/08/2012,Western Area Power Administration,AZ
88852,Cherry 1 Military Operating Areas (MOA)  Craven  Beaufort  Hyde  Pamlico and Washington Counties and Core MOA  North Carolina Outer Banks/Cape Lookout National Seashore Establishments  Additional Mitigation Alternaitves and Regional Cumulative Effects An,Final Supplement,01/07/1993,12/18/1992,United States Marine Corps,NC
88851,Sewage Effluent Compliance Project  Implementation  Lower Santa Margarita Basin  Marine Corps Base Camp Pendleton  San Diego County  CA,Draft,02/04/1997,12/20/1996,United States Marine Corps,CA
88850,Sewage Effluent Compliance Project  Updated and Additional Information  Implementation  Lower Santa Margarita Basin  Marine Corps Base Camp Pendleton  San Diego County  CA,Draft Supplement,10/22/1998,09/11/1998,United States Marine Corps,CA
88849,Cherry 1 Military Operating Areas (MOA)  Craven  Beaufort  Hyde  Pamlico and Washington Counties and Core MOA  North Carolina Outer Banks/Cape Lookout National Seashore Establishment  Additional Mitigation Alternatives and Regional Cumulative Effects Analy,Draft Supplement,06/14/1991,04/12/1991,United States Marine Corps,NC
88848,Yuma Training Range Complex Management  Additional Information on the Cumulative Impacts of Activities on the Sonoran Pronghorn (Antilocapra americana sonorienisis)  Marine Corps Air Station  Yuma Goldwater Range  Yuma and La Paz Counties  AZ and Chocolate Mountain Range  Imperial and Riverside Counties  CA,Final Supplement,10/25/2001,09/28/2001,United States Marine Corps,AZ
88847,Sewage Effluent Compliance Project  Updated and Additional Information  Implementation  Lower Santa Margarita Basin  Marine Corps Base Camp Pendleton  San Diego County  CA,Final Supplement,01/22/1999,12/24/1998,United States Marine Corps,CA
88846,Hawaii Range Complex (HRC) Project  Additional Information  To Support and Maintain Navy Pacific Fleet Training  and Research  Development  Test  and Evaluation (RDT&E) Operations  Kauai  Honolulu  Maui and Hawaii Counties  HI,Draft Supplement,04/10/2008,02/22/2008,United States Navy,HI
88845,Atlantic Fleet Active Sonar Training Program  To Provide Mid- and High-Frequency Active Sonar Technology and the Improved Ext ended Echo Ranging (IEER) System during Atlantic Fleet Training  Exercises  Along the East Coast of United States (US) and in the Gulf of Mexico,Draft,03/31/2008,02/15/2008,United States Navy,""
88844,Shock Trail of the MESA VERDE (LPD 19)   San Antonio (LPD 17)  Class Ship designated as the Shock Ship for Proposed Shock Trail  Possible Offshore Locations are Naval Station Norfolk  VA; Naval Station Mayport  FL; and Naval Air Station Pensacola  FL,Draft,11/09/2007,10/26/2007,United States Navy,VA
88843,Kilo Wharf Extension (MILCON P-52)  To Provide Adequate Berthing Facilities for Multi-Purpose Dry Cargo/Ammunition Ship (the T-AKE)  Apra Harbor Naval Complex  Mariana Island  GU,Final,11/19/2007,10/19/2007,United States Navy,GU
88842,Boca Chica Field  Restoration of Clear Zones and Stormwater Drainage Systems  Implementation   Naval Air Station (NAS) Key West  Monroe County  FL,Final,09/04/2007,08/03/2007,United States Navy,FL
88841,Hawaii Range Complex (HRC) Project  To Support and Maintain Navy Pacific Fleet Training  and Research  Development  Test  and Evaluation (RDT&E) Operations  Kauai  Honolulu  Maui and Hawaii Counties  HI,Draft,09/17/2007,07/27/2007,United States Navy,HI
88840,Marine Corps Base Quantico (MCBQ) Virginia Project  Proposes Development of the Westside of MCBQ and the 2005 Base Realignment and Closure Action at MCBQ  Implementation  Quantico  VA,Draft,09/04/2007,07/20/2007,United States Navy,VA
88839,Surveillance Towed Array Sensor System Low Frequency Active (SURTASS LFA) Sonar Systems  Updated and Additional Information   Implementation,Final Supplement,06/08/2007,05/04/2007,United States Navy,""
88838,USS Winston S. Churchill (DDG 81)  Conducting a Shock Tril  Offshore of Naval Stations; Mayport  FL  Norfolk  VA  and/or Pascagoula  MS,Final,03/26/2001,02/23/2001,United States Navy,Multi
88837,North Pacific Acoustic Laboratory Project   Reuse of Low Frequency Sound Source and Cable for Use in Acoustic Thermometry of  Ocean Climate (ATOC) Research  Kauai  HI,Final,06/18/2001,05/25/2001,United States Navy,HI
88836,Fallon Naval Air Station (NAS) Range Training Complex  Withdrawal of Federally Administered Public Lands for Range Safety and Training Purposes  Great Basin  City of Fallon  Churchill County  NV,Draft,10/16/1997,07/11/1997,United States Navy,NV
88835,Charleston Navel Base Disposal and Reuse  Implementation  Charleston and Dorchester Counties  SC,Draft,12/09/1994,10/28/1994,United States Navy,SC
88834,Marianas Islands Military Training  Implementation  Marianas Training Plan  Guam  Commonwealth of the Northern Mariana Islands  Asia  Hawaii and Alaska,Draft,03/24/1997,02/07/1997,United States Navy,""
88833,U. S. West Coast Homeporting Program for Fast Combat Support Ships (AOE-6 Class)  Updated Information  for the Pier D Project at Puget Sound Naval Shipyard  Implementation  Sinclair Inlet  Bremerton  WA,Draft Supplement,06/07/1994,04/22/1994,United States Navy,WA
88832,Camp Pendleton Marine Corps Air Station/Marine Corps Base (MCAS/MCB) Realignment and Tustin and EL Toro Marine Corps Bases Closure  Implementation and COE Section 404 Permit Issuance  San Diego County  CA,Final,06/10/1996,05/10/1996,United States Navy,CA
88831,P-202 Naval Air Station Alameda and P-082 Naval Supply Center Oakland Dredging Projects  Implementation  Section 404 Permit  Alameda and Oakland Cities  San Francisco Bay  CA,Draft,08/13/1990,06/22/1990,United States Navy,CA
88830,Quartzsite Solar Energy Project and Proposed Yuma Field Office Resource Management Plan Amendment  Implementation   Right-of-Way Application to the BLM  La Paz County  AZ,Draft,02/10/2012,11/10/2011,Western Area Power Administration,AZ
88829,Rice Solar Energy Project  Proposed 150 megawatt Solar Energy Generating Facility    161-kV/230-kV Electrical Transmission Tie-Line and  161-kV/230-kV Electrical Interconnection Switchyard  Riverside County   CA,Final,06/30/2011,06/10/2011,Western Area Power Administration,CA
88828,Groton Generation Station (GGS) Project  Proposes to Modify its Interconnection Agreement  Basin Electric Power Cooperative  for the (GGS) to Eliminate 50-Megawatts (MW) Annual Average Operating Limit  Brown County  SD,Final,07/05/2011,06/03/2011,Western Area Power Administration,SD
88827,Rice Solar Energy Project  Proposed 150 megawatt Solar Energy Generating Facility    a161-kV/230-kV Electrical Transmission Tie-Line ad a 161-kV/230-kV Electrical Interconnection Switchyard  Riverside County   CA,Draft,01/19/2011,10/22/2010,Western Area Power Administration,CA
88826,Groton Generation Station (GGS) Project  Proposes to Modify its Interconnection Agreement  Basin Electric Power Cooperative  for the (GGS) to Eliminate 50-Megawatts (MW) Annual Average Operating Limit  Brown County  SD,Draft,09/20/2010,08/06/2010,Western Area Power Administration,SD
88825,South Dakota PrairieWinds Project  Proposes to Construct  Own  Operate  and Maintain a 151.5 megawatt (MW)  Nameplate Capacity Wind-Powered Generation Facility  Aurora  Brule  and Jerauld  Tripp Counties  SD,Final,08/26/2010,07/30/2010,Western Area Power Administration,SD
88824,Grapevine Canyon Wind Project  Proposal to Develop a Wind Energy Generating Facility up to 500 Megawatts; (2) a 345 kilovolt (kV) Electrical Transmission Tie-Line; and (3) a 345-kV electrical Interconnection Switchyard  Coconino County  AZ,Draft,09/13/2010,07/23/2010,Western Area Power Administration,AZ
88823,Deer Creek Station Energy Facility Project  Proposed 300-megawatt (MW) Natural Gas-Fired Generation Facility  Brookings County  SD,Final,06/28/2010,05/28/2010,Western Area Power Administration,SD
88822,ADOPTION - Southwest Intertie Project  Construction and Operation  500kV Transmission Line from the existing Midpoint substation near Shoshone  ID to a new substation site in the Dry Lake Valley of Las Vegas  NV area to a point near Delta  UT  Permits Approval and C,Final,03/22/2010,02/19/2010,Western Area Power Administration,NV
88821,San Onofre Area Sewage Effluent Compliance Project  Cease and Desist Order  Camp Pendleton Marine Corps Base  San Diego County  CA,Draft,03/03/1995,01/20/1995,United States Marine Corps,CA
88820,Sewage Effluent Compliance Project  Implementation  Lower Santa Margarita Basin  Marine Corps Base Camp Pendleton  San Diego County  CA,Final,08/15/1997,06/27/1997,United States Marine Corps,CA
88819,Santa Margarita River Flood Control Project (MILCON P-010) and Basilone Road Bridge Replacement Project (MILCON P-030)  Construction and Operation  COE Section 404 Permit  Camp Pendleton  CA,Draft,09/05/1997,07/18/1997,United States Marine Corps,CA
88818,Yuma Training Range Complex Management  Operation and Development  Marine Corps Air Station Yuma  Goldwater Range  Yuma and La Paz Cos.  AZ and Chocolate Mountain Range  Imperial and Riverside Counties  CA,Final,06/24/1997,05/09/1997,United States Marine Corps,""
88817,Prime Hook National Wildlife Refuge  Development of a Comprehensive Conservation Plan  Implementation  Sussex County  DE,Draft,"",06/08/2012,Fish and Wildlife Service,DE
88816,Test EIS,Draft,"",09/10/2010,Fish and Wildlife Service,DC
88815,Prime Hook National Wildlife Refuge  Development of a Comprehensive Conservation Plan  Milton  DE,Final,02/04/2013,01/04/2013,Fish and Wildlife Service,DE
88814,Shadura National Gas Development Project  Kenai National Wildlife Refuge and Kenai Peninsula Borough  AK,Draft,02/04/2013,12/21/2012,Fish and Wildlife Service,AK
88813,Malheur National Wildlife Refuge Comprehensive Conservation Plan  Harney County  WA,Final,01/18/2013,12/21/2012,Fish and Wildlife Service,WA
88812,Pima County Multi-Species Conservation Plan  Pima County   AZ,Draft,03/07/2013,12/07/2012,Fish and Wildlife Service,AZ
88811,Kilo Wharf Extension (MILCON P-52)  To Provide Adequate Berthing Facilities for Multi-Purpose Dry Cargo/Ammunition Ship (the T-AKE)  Apra Harbor Naval Complex  Mariana Island  GU,Draft,04/19/2007,03/09/2007,United States Navy,GU
88810,Introduction of F/A 18 E/F (Super Hornet)  Aircraft  Updated Information  Construction and Operation of an Outlying Landing Field   Naval Air Station (NAS) Oceana  VA;  Marine Corps Air Station (MCAS)  Cherry Point  NC,Draft Supplement,05/10/2007,02/23/2007,United States Navy,VA
88809,Boca Chica Field  Restoration of Clear Zones and Stormwater Drainage Systems  Implementation   Naval Air Station (NAS) Key West  Monroe County  FL,Draft,01/06/2007,11/09/2006,United States Navy,FL
88808,Surveillance Towed Array Sensor System Low Frequency Active (SURTASS LFA) Sonar Systems  Updated and Additional Information   Implementation,Draft Supplement,12/23/2005,11/10/2005,United States Navy,""
88807,Navy Air-To-Ground Training at Avon Park Air Force Range  To Conduct Air-To-Ground Ordnance Delivery and Training  Fleet Forces Command's Fleet Readiness Training Program (FRTP)  Polk and Highland Counties  FL,Final,11/10/2005,10/28/2005,United States Navy,FL
88806,Undersea Warfare Training Range (USWTR)  Installation and Operation  Preferred Site (in the Cherry Point Operating Area) and the Alternate Sites (within the Virginia Capes and Jacksonville Operating Areas)  NC  VA and FL,Draft,12/28/2005,10/28/2005,United States Navy,""
88805,Navy Air-To-Ground Training at Avon Park Air Force Range  To Conduct Air-To-Ground Ordnance Delivery and Training  Fleet Forces Command's Fleet Readiness Training Program (FRTP)  Polk and Highland Counties  FL,Draft,02/23/2005,01/28/2005,United States Navy,FL
88804,Purchase of Land in Hancock County  Mississippi for a Naval Special Operations Forces Training Range  To Improve Riverine and Jungle Training Availability  John C. Stennis Space Center  Hancock County  MS,Final,08/20/2004,08/06/2004,United States Navy,MS
88803,Port Hueneme Naval Civil Engineering Laboratory (NCEL) Disposal and Reuse  Implementation  Ventura County  CA,Draft,03/29/1996,02/16/1996,United States Navy,CA
88802,El Centro Target Ranges R-2510 (W. Mesa) and R-2512 (E. Mesa)  Range Safety Zones  Land Acquisition and Mgmt. on Non-Federal Lands  Naval Air Force  CA,Final,05/18/1987,04/10/1987,United States Navy,CA
88801,Las Pulgas and San Mateo Basin  Cease and Desist Order  Sewage Effluent Compliance Project  NPDES Permit  Marine Corps Base  Camp Pendleton  San Diego County  CA,Final,03/13/1997,02/07/1997,United States Navy,CA
88800,Pacific Missile Range Facility Enhanced Capabilities  To Accommodate Theater Ballistic Missile Defense (TBMD) Training & Testing and Theate Missile Defense (TMD) Testing  NPDES Permit  several counties  HI,Draft,05/26/1998,04/10/1998,United States Navy,HI
88799,Point Mugu Sea Range Naval Air Warfare Center Weapons Division (NAWCWPNS)  Proposes to Accommodate TMD Testing and Training  Additional Training Exercises  and Facility Modernization  Ventura  Los Angeles  Santa Barbara  San Diego and San Luis Obispo Counties  CA,Draft,10/04/2000,07/28/2000,United States Navy,CA
88798,Chase Field Naval Air Station Disposal and Reuse  Implementation  Permits and Approval  City of Beeville  Bee County  TX,Draft,02/01/1993,12/18/1992,United States Navy,TX
88797,Mine Warfare Center of Excellance (MWCE) Establishment  Construction and Operations  Magnitic Silencing Facility (MSF)  Aviation Mine Count Measures (AMCM) and Sled Facility  Possible NPDES Permit  COE Section 10 and 404 Permits  Corpus Christi Bay Area,Draft,08/03/1995,05/05/1995,United States Navy,TX
88796,Relocatable Over The Horizon Radar (ROTHR) System Construction and Operation  Commonwealth of Puerto Rico and Chesapeake  VA Published FR  07-21-95 - Review period extended.,Draft,01/11/1996,07/21/1995,United States Navy,""
88795,ADOPTION -  Delta-Mendota Canal/California Aqueduct Intertie Project  Construction and Operation of a Pumping Plant and Pipeline Connection  San Luis Delta-Mendota Water Authority Project  Central Valley Project   Alameda and San Joaquin Counties  CA,Final,03/08/2010,02/05/2010,Western Area Power Administration,CA
88794,Deer Creek Station Energy Facility Project  Proposed 300-megawatt (MW) Natural Gas-Fired Generation Facility  Brookings County  SD,Draft,03/11/2010,02/05/2010,Western Area Power Administration,SD
88793,Sacramento Area Voltage Support Project  Revision to  FSEIS Filed February 2008 Selected Preferred Alternative B  Proposal to Build a Double-Circuit 230-kV Transmission Line  Placer  Sacramento and Sutter Counties  CA,Revised Final,04/17/2008,03/28/2008,Western Area Power Administration,CA
88792,Sacramento Area Voltage Support Project  Selected Preferred Alternative B  Proposal to Build a Double-Circuit 230-kV Transmission Line  Placer  Sacramento and Sutter Counties  CA,Final Supplement,03/17/2008,02/15/2008,Western Area Power Administration,CA
88791,Trinity Public Utilities District Direct Interconnection Project  Construct and Operate a 16-mile Long 60-Kilovolt Power Transmission Facilities  (DOE/EIS-0389  Trinity County  CA,Final,12/27/2007,11/30/2007,Western Area Power Administration,CA
88790,San Luis Rio Colorado Project  Proposes to Construct a 26-Mile Long 230 Kilovolt Double-Circuit Transmission Line from the International Border with Mexico to Western and Arizona Public Service Substations near Yuma County  AZ,Final,09/06/2007,08/03/2007,Western Area Power Administration,AZ
88789,Sacramento Area Voltage Support Project  Updated Information  Proposal to Build a Double-Circuit 230-kV Transmission Line  Placer  Sacramento and Sutter Counties  CA,Draft Supplement,08/27/2007,07/13/2007,Western Area Power Administration,CA
88788,White Wind Farm Project  Construct a Large Utility-Scale Wind-Powered Electric Energy Generating Facility  Sherman Township  Brookings County  SD,Final,04/16/2007,04/13/2007,Western Area Power Administration,SD
88787,Translocation of Southern Sea Otters (Enhydra lutris nereis)  Program  New and Updated Information  Santa Barbara  Ventura  Los Angeles  Orange  and San Diego Counties  CA,Final Supplement,12/11/2012,11/09/2012,Fish and Wildlife Service,CA
88786,Tehachapi Uplands Multiple Species Habitat Conservation Plan (TUMSHCP)  Propose Issuance of a 50-Year Incidental Take Permit for 27 Federal- and State-Listed and Unlisted Species  New Information and a Revised Range of Alternatives   Kern County  CA,Final,11/20/2012,10/26/2012,Fish and Wildlife Service,CA
88785,Santa Clara Valley Habitat Conservation Plan  Issuance of an Incidental Take Permit  Santa Clara County  CA,Final,09/12/2012,08/31/2012,Fish and Wildlife Service,CA
88784,Sheldon National Wildlife Refuge Project  Draft Resource Conservation Plan  Implementation  Humboldt and Washoe Counties  NV and Lake County  OR,Final,09/21/2012,08/24/2012,Fish and Wildlife Service,NV
88783,Proposed Issuance of an Incidental Take Permit for the Beech Ridge Energy Wind Project Habitat Conservation Plan  Implementation  Greenbrier and Nicholas Counties  WV,Draft,10/23/2012,08/24/2012,Fish and Wildlife Service,WV
88782,Edwards Aquifer Recovery Implementation Program Habitat Conservation Plan  Application for an Incidental Take Permit of 11 Federally Listed or Petitioned Species  Several Counties  Texas,Draft,10/03/2012,07/13/2012,Fish and Wildlife Service,TX
88781,Proposed Habitat Conservation Plan and Incidental Take Permit for the Indiana Bat (Myotis sodalis) for the Buckeye Wind Power Project  Application  Champaign County  OH,Draft,09/24/2012,06/29/2012,Fish and Wildlife Service,OH
88780,Prime Hook National Wildlife Refuge  Development of a Comprehensive Conservation Plan  Implementation  Sussex County  DE,Draft,08/27/2012,06/08/2012,Fish and Wildlife Service,DE
88779,Charles M. Russell National Wildlife Refuge and UL Bend National Wildlife Refuge Comprehensive Conservation Plan  To Provide Alternatives and Identify Consequences  Fergus  Petroleum  Garfield  McCone  Valley  and Phillips Counties  MT,Final,06/04/2012,05/18/2012,Fish and Wildlife Service,MT
88778,Llano Seco Riparian Sanctuary Unit Restoration and Pumping Plant/Fish Screen Facility Protection Project  Measures to Restore Riparian Habitat and to Protect the Alignment of the Sacramento River  USACE Section 10 and 404 Permits  Sacramento River National Wildlife Refuge  Butte and Glenn Counties  CA,Draft,06/25/2012,05/04/2012,Fish and Wildlife Service,CA
88777,Military Family Housing (MFH) in the San Diego Region   Construction of up to 1 600 MFH Units  Three MFH Sites are located in the Marine Corps Air Station (MCAS)  Miramar in the City of San Diego  San Diego County  CA,Final,07/23/2004,06/25/2004,United States Navy,CA
88776,Tertiary Treatment Plant and Associated Facilities Construction and Operation  Implementation  Marine Corps Base Camp Pendleton  San Diego County  CA,Final,05/24/2004,04/23/2004,United States Navy,CA
88775,China Lake Naval Air Weapons Station  Proposed Military Operational Increases and Implementation of Associated Comprehensive Land Use and Integrated Natural Resources Management Plans  Located on the North and South Ranges  Inyo  Kern and San Bernardino Counties  CA,Final,04/05/2004,03/05/2004,United States Navy,CA
88774,Purchase of Land in Hancock County  Mississippi for a Naval Special Operations Forces Training Range  To Improve Riverine and Jungle Training Availability  John C. Stennis Space Center  Hancock County  MS,Draft,03/03/2004,01/30/2004,United States Navy,MS
88773,Fox Island Laboratory Stabilization of In-Water Facilities Naval Surface Warfare Center  Cardrock Division  Pierce County  WA,Draft,01/23/2004,12/19/2003,United States Navy,WA
88772,Tertiary Treatment Plant and Associated Facilities Construction and Operation  Implementation  Marine Corps Base Camp Pendleton  San Diego County  CA,Draft,11/24/2003,10/10/2003,United States Navy,CA
88771,Introduction of F/A 18 E/F (Super Hornet)  Aircraft  Replacing the F-14 (Tomcat) and F/A-18 C/D (Hornet) Aircraft   Homebasing and Operations  Possible Homebase Sites Include:  Naval Air Station (NAS) Oceana  VA;  Marine Corps Air Station (MCAS) Beaufort  SC  and MCAS Cherry Point  NC,Final,08/18/2003,07/18/2003,United States Navy,Multi
88770,Naval Station Treasure Island Disposal and Reuse Property  Implementation  Local Redevelopment Authority (IRA)  City of San Francisco  San Francisco County  CA,Final,07/28/2003,06/27/2003,United States Navy,CA
88769,San Diego Homeporting Facilities Construction and Operation to Support Berthing One NIMITZ Class Aircraft Carrier  Implementation  San Diego County  CA,Draft,06/26/1995,05/12/1995,United States Navy,CA
88768,U. S. West Coast Homeporting Program for Fast Combat Support Ships (AOE-6 Class)  Updated Information concerning Dredging and Dredge Disposal at Pier D Naval Shipyard Puget Sound for the Berthing of (AOE-6 Class) Ships and Temporary Berthing of Deep-Draft Ve,Final Supplement,08/08/1994,08/05/1994,United States Navy,WA
88767,Naval Air Warfare Center Aircraft Division  Base Realignment and Construction  Patuxent River  St. Mary's  Calvert and Charles Counties  MD,Draft,10/17/1994,08/26/1994,United States Navy,MD
88766,Camp Lejeune Marine Corps Base  Disposal of Non-Hazardous Solid Waste Project  Implementation  COE Section 404 and NPDES Permits  Onslow County  NC,Final,01/13/1995,12/16/1994,United States Navy,NC
88765,Great Lakes Naval Training Center Realignment of Naval Training Centers in Orlando  Florida; San Diego  California; Treasure Island and Combat Systems Technical Schools Command  Mare Island  California and Relocation of Commander Navy Recruiting Command,Draft,07/05/1994,05/27/1994,United States Navy,IN
88764,Agana Naval Air Station Disposal and Reuse  Implementation  Guam,Draft,05/13/1999,04/09/1999,United States Navy,GU
88763,Mid-Atlantic Electronic Warfare Range (MAEWR) Within Restricted Airspace R-5306A Establishment  Beaufort  Carteret  Craven  Hyde and Pamlico Counties  NC,Final,09/05/1989,08/04/1989,United States Navy,NC
88762,Miramar Landfill General Development Plan/Fiesta Island Replacement Project/Northern Sludge Processing Facility/West Miramar Landfill Phase II/Overburden Disposal  Implementation  Funding  COE Section 404 Permit and NPDES Permit  Naval Air Station Miramar,Draft,06/20/1994,04/29/1994,United States Navy,CA
88761,Trinity Public Utilities District Direct Interconnection Project  Construct and Operate a 16-mile Long 60-Kilovolt Power Transmission Facilities  (DOE/EIS-0389  Trinity County  CA,Draft,03/30/2007,02/16/2007,Western Area Power Administration,CA
88760,San Luis Rio Colorado Project  Construct  Operate  Maintain  and Connect a Double-Circuited 500 000-volt Electric Transmission Line  Right-of-Way Grant and Presidential Permit  (DOE/EIS-0395) Yuma County  AZ,Draft,01/05/2007,11/09/2006,Western Area Power Administration,AZ
88759,White Wind Farm Project  Construct a Large Utility-Scale Wind-Powered Electric Energy Generating Facility  Sherman Township  Brookings County  SD,Draft,10/03/2006,08/18/2006,Western Area Power Administration,SD
88758,Wellton-Mohawk Generating Facility Project  Construction and Operation a Natural Gas-Fired  Combined-Cycle  Electric Generating Stations  Approval for Right-of-Way  Yuma County  AZ,Draft,10/11/2005,07/22/2005,Western Area Power Administration,AZ
88757,Big Stone II Power Plant and Transmission Project  Addresses the Impacts of  Changes to the Proposed Action relative to Cooling Alternatives and the Use of Groundwater as Backup Water Source  US Army COE Section 10 and 404 Permits  Grant County  SD and Big Stone County  MN,Final,07/27/2009,06/26/2009,WAP,MN
88756,Big Stone II Power Plant and Transmission Project  Addresses the Impacts of  Changes to the Proposed Action relative to Cooling Alternatives and the Use of Groundwater as Backup Water Source  US Army COE Section 10 and 404 Permits  Grant County  SD and Big Stone County  MN,Draft Supplement,02/28/2008,10/26/2007,WAP,SD
88755,Big Stone II Power Plant and Transmission Project  Propose Power Plant  Transmission Alternatives  and Substation Modification  (DOE/EIS-0377)  US Army COE Section 10 and 404 Permits  Big Stone City  Grant County  SD and Big Stone County   MN,Draft,08/07/2006,05/19/2006,WAP,MN
88754,Sears Point Wetland and Watershed Restoration Project  To Restore Tidal Wetlands and Rehabilitate Diked Wetlands  Sonoma County  CA,Final,05/21/2012,04/20/2012,Fish and Wildlife Service,CA
88753,Izembek National Wildlife Refuge Land Exchange/Road Corridor  Proposed Land Exchange for the Purpose of Construction of a Road between Communities of King Cove and Cold Bay  USACE Section 10 and 404 Permits  AK,Draft,05/18/2012,03/30/2012,Fish and Wildlife Service,AK
88752,Malheur National Wildlife Refuge Comprehensive Conservation Plan  Implementation  Harney County  WA,Draft,05/04/2012,03/16/2012,Fish and Wildlife Service,WA
88751,Experimental Removal of Barred Owls to Benefit Threatened Northern Spotted Owls  Issuance of Permits  Impementation  OR  WA  and CA,Draft,06/29/2012,03/09/2012,Fish and Wildlife Service,Multi
88750,Tehachapi Uplands Multiple Species Habitat Conservation Plan (TUMSHCP)  Propose Issuance of a 50-Year Incidental Take Permit for 27 Federal- and State-Listed and Unlisted Species  New Information and a Revised Range of Alternatives   Kern County  CA,Draft Supplement,05/03/2012,02/03/2012,Fish and Wildlife Service,CA
88749,Habitat Conservation Plan for Oncor Electric Delivery Facilities  Application for Incidental Take Permit for 11 Federally List Species in 100 Texas Counties,Final,02/16/2012,01/20/2012,Fish and Wildlife Service,TX
88748,Southern Sea Otters (Enhydra lutris nereis) Translocation Program  Updated Information to the DSEIS 2005  San Nicolas Island  Southern California Bight  CA,Second Draft Supplemental,10/20/2011,08/26/2011,Fish and Wildlife Service,CA
88747,Arctic National Wildlife Refuge Project  Draft Revised Comprehensive Conservation Plan  Wilderness Review  Wild and Scenic River Review  Implementation  Fairbanks  AL,Draft,11/21/2011,08/26/2011,Fish and Wildlife Service,AK
88746,Willapa National Wildlife Refuge Draft Comprehensive Conservation Plan  Implementation  Pacific County  WA,Final,09/12/2011,08/12/2011,Fish and Wildlife Service,WA
88745,NiSource Multi-Species Habitat Conservation Plan  Proposes to Use Adaptive Management to Ensure Flexibility to Adjust Operations to Benefit Species as New Information is Obtained   Application for Incidental Take Permit   Eastern United States  Comprising Portions of 14 States,Draft,10/03/2011,07/22/2011,Fish and Wildlife Service,""
88744,Military Family Housing (MFH) in the San Diego Region   Construction of up to 1 600 MFH Units  Three Alternative Sites  Marine Corps Air Station (MCAS)  San Diego County  CA,Draft,08/08/2003,06/27/2003,United States Navy,CA
